drug_abbreviation,product_identifier,code,product_name,tags,label,drug_event_subconcept
DP_ANTITHROMBOTIC,PRODCODEID,1739541000033116,Imazin XL tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,1739641000033115,Imazin XL forte tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,2013341000033115,Aspirin 300mg suppositories,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,2013441000033114,Aspirin 150mg suppositories,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,2085241000033111,Aspirin powder,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,2086841000033117,MigraMax oral powder sachets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,2273741000033118,Micropirin 75mg gastro-resistant tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,3160741000033110,Dipyridamole 200mg modified-release / Aspirin 25mg capsules,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,3162041000033113,Aspirin 75mg / Isosorbide mononitrate 60mg modified-release tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,3162141000033112,Aspirin 150mg / Isosorbide mononitrate 60mg modified-release tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,3836841000033119,Aspirin 900mg / Metoclopramide 10mg oral powder sachets sugar free,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,3849841000033110,Aspirin 500mg / Papaveretum 7.71mg dispersible tablets sugar free,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,3934341000033112,Aspirin 500mg / Codeine 8mg dispersible tablets sugar free,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,3934441000033118,Codis 500 dispersible tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,4431841000033118,Aspro Clear 300mg effervescent tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,4431941000033114,Maximum Strength Aspro Clear 500mg effervescent tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,8619141000033116,Molita 200mg/25mg modified-release capsules,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,10024941000033116,Bisoprolol 5mg / Aspirin 75mg capsules,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,10025041000033116,Bisoprolol 5mg / Aspirin 100mg capsules,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,10025241000033112,Bisoprolol 10mg / Aspirin 100mg capsules,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,11716941000033112,Danamep 75mg dispersible tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,13862341000033115,Aspirin 325mg / Caffeine 15mg tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,447141000033112,Dipyridamole 10mg/2ml solution for injection ampoules,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,454141000033119,Dipyridamole 200mg modified-release capsules,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,469641000033119,Dipyridamole 100mg tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,469741000033111,Dipyridamole 25mg tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,1052141000033119,Persantin 10mg/2ml solution for injection ampoules,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,1054941000033114,Persantin Retard 200mg capsules,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,1065441000033113,Persantin 100mg tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,1065541000033114,Persantin 25mg tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,1728341000033118,Dipyridamole 50mg/5ml oral suspension sugar free,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,5020341000033117,Dipyridamole 200mg/5ml oral suspension,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,5052341000033115,Dipyridamole 100mg/5ml oral suspension,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,5401541000033119,Dipyridamole 250mg/5ml oral solution,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,5889941000033115,Dipyridamole 100mg/5ml oral solution,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,5992041000033118,Dipyridamole 200mg/5ml oral solution,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,9165341000033117,Attia 200mg modified-release capsules,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,10333041000033118,Ofcram PR 200mg capsules,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,11072641000033113,Dipyridamole 200mg/5ml oral suspension sugar free,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,12195441000033115,Trolactin 200mg modified-release capsules,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,8534941000033115,Epoprostenol 500microgram powder (pH12) for solution for infusion vials,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,8535041000033115,Epoprostenol 1.5mg powder (pH12) for solution for infusion vials,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,8535141000033116,Veletri 500microgram powder for solution for infusion vials,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,8535241000033111,Veletri 1.5mg powder for solution for infusion vials,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,11799141000033118,Epoprostenol 1.5mg powder and solvent (pH10.5) for solution for infusion vials,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,11799241000033113,Epoprostenol 500microgram powder and solvent (pH10.5) for solution for infusion vials,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,11802341000033113,Epoprostenol 500microgram powder and solvent (pH12) for solution for infusion vials,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,11802541000033118,Epoprostenol 1.5mg powder and solvent (pH12) for solution for infusion vials,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,11802641000033117,Flolan 500microgram powder and solvent (pH12) for solution for infusion vials,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,11802741000033114,Flolan 1.5mg powder and solvent (pH12) for solution for infusion vials,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,3030041000033113,Iloprost 20micrograms/2ml nebuliser liquid ampoules,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,4023641000033112,Iloprost 10micrograms/1ml nebuliser liquid ampoules,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,4023741000033115,Ventavis 10micrograms/ml nebuliser solution 1ml ampoules,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,12443741000033115,Iloprost 20micrograms/1ml nebuliser liquid ampoules,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,13127941000033115,Iloprost 50micrograms/0.5ml solution for infusion ampoules,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,13128541000033110,Iloprost 10micrograms/1ml nebuliser liquid ampoules with device,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,1941000033118,Abciximab 10mg/5ml solution for injection vials,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,1159041000033118,ReoPro 10mg/5ml solution for injection vials,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,1843841000033119,Integrilin 20mg/10ml solution for injection vials,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,2677141000033112,Aggrastat 12.5mg/250ml infusion bags,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,13779541000033111,Treprostinil 50mg/20ml solution for infusion vials,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,4956441000033110,Prasugrel 5mg tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,4956541000033111,Prasugrel 10mg tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,4956641000033112,Efient 5mg tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,4956741000033115,Efient 10mg tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,2759441000033119,Cilostazol 100mg tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,2759541000033118,Pletal 100mg tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,3866741000033119,Cilostazol 50mg tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,3866841000033112,Pletal 50mg tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,6059341000033111,Ticagrelor 90mg tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,6059441000033117,Brilique 90mg tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,11422441000033119,Ticagrelor 60mg tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,11422741000033114,Brilique 60mg tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,12371041000033112,Ticagrelor 90mg orodispersible tablets sugar free,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,12371141000033111,Brilique 90mg orodispersible tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,11734641000033115,Selexipag 200microgram tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,11734741000033112,Selexipag 400microgram tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,11734841000033119,Selexipag 600microgram tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,11734941000033110,Selexipag 800microgram tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,11735041000033110,Selexipag 1mg tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,11735141000033114,Selexipag 1.2mg tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,11735241000033119,Selexipag 1.4mg tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,11735341000033112,Selexipag 1.6mg tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTITHROMBOTIC,PRODCODEID,11735541000033117,Uptravi 400microgram tablets,narrow,DP_proxy,Antithrombotic agents
DP_ANTIVIR,ATC,J05,Antiviral medications,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,3941000033119,Aciclovir 5% cream,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,4141000033118,Aciclovir 200mg dispersible tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,4241000033113,Aciclovir 400mg dispersible tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,4941000033116,Aciclovir 3% eye ointment,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,7441000033118,Aciclovir 250mg powder for solution for infusion vials,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,8341000033111,Aciclovir 500mg powder for solution for infusion vials,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,10041000033114,Aciclovir 200mg/5ml oral suspension sugar free,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,10141000033113,Aciclovir 400mg/5ml oral suspension sugar free,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,10641000033115,Aciclovir 800mg dispersible tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,12541000033117,Aciclovir 200mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,13041000033118,Aciclovir 400mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1503641000033110,Valtrex 500mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1503741000033118,Valaciclovir 500mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1523541000033115,Virovir 200mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1523641000033119,Virovir 400mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1523741000033111,Virovir 800mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1559541000033116,Zovirax 5% cream,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1559641000033115,Zovirax 200mg dispersible tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1559741000033112,Zovirax 400mg dispersible tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1559841000033119,Zovirax 3% ophthalmic ointment,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1560641000033119,Zovirax I.V. 250mg powder for solution for infusion vials,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1561841000033111,Zovirax 200mg/5ml oral suspension,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1563041000033117,Zovirax 800mg dispersible tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1567241000033116,Aciclovir 800mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1795041000033116,Virasorb Cold Sore 5% cream,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,2011841000033111,Aciclovir 250mg/10ml solution for infusion vials,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,2011941000033115,Aciclovir 500mg/20ml solution for infusion vials,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,2012041000033114,Aciclovir 1g/40ml solution for infusion vials,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,2711541000033112,Clearsore 5% cream,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,2725441000033117,Zovirax Double Strength 400mg/5ml oral suspension,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,2726841000033112,Ranovir 400mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,2726941000033116,Ranovir 800mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,2968041000033115,Zovirax Cold Sore 5% cream,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,2972241000033118,Soothelip 5% cream,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,3227041000033115,Aviral 5% cream,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,3935641000033117,Valaciclovir 250mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,3935741000033114,Valtrex 250mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,4804041000033112,Cymex Ultra 5% cream,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,666741000033118,Herpid 5% topical solution,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,3088841000033114,Idoxuridine 5% topical solution,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,389041000033115,Cymevene 250mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,621041000033117,Ganciclovir 250mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,623941000033117,Ganciclovir 500mg powder for solution for infusion vials,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,2066741000033112,Ganciclovir 500mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,2066841000033119,Cymevene 500mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,2603041000033111,Ganciclovir 0.15% eye gel,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,2603141000033110,Virgan 0.15% eye gel,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,2738241000033110,Valganciclovir 450mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,2738341000033117,Valcyte 450mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,5006941000033112,Valganciclovir 50mg/ml oral solution sugar free,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,562441000033117,Famvir 250mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,562541000033116,Famciclovir 250mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,562641000033115,Famvir 125mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,562741000033112,Famciclovir 125mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,562941000033110,Famvir 750mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,563041000033117,Famciclovir 750mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1609741000033110,Famvir 500mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1609841000033117,Famciclovir 500mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,254641000033113,Cidofovir 375mg/5ml solution for infusion vials,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1518441000033115,Vistide 375mg/5ml solution for infusion vials,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1047541000033111,Penciclovir 1% cream,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1506741000033112,Vectavir Cold Sore 1% cream,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,13453241000033118,Remdesivir 150mg powder for concentrate for solution for infusion vials,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,13605741000033118,Remdesivir 100mg powder for solution for infusion vials,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,602041000033118,Foscarnet sodium 6g/250ml solution for infusion bottles,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,757741000033115,Invirase 200mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1781141000033116,Saquinavir 200mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1781241000033111,Fortovase 200mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,3109241000033114,Saquinavir mesilate 200mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,3296941000033110,Saquinavir mesilate 500mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,3297041000033111,Invirase 500mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,385441000033110,Crixivan 400mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,757841000033113,Indinavir 200mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,757941000033117,Indinavir 400mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,979041000033119,Norvir 100mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,983741000033113,Norvir 80mg/ml oral solution,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1171041000033117,Ritonavir 100mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1174441000033112,Ritonavir 80mg/1ml oral solution sugar free,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,2288841000033111,Kaletra 133.3mg/33.3mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,2288941000033115,Kaletra 80mg/20mg/1ml oral solution,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,3180941000033111,Lopinavir 133.3mg / Ritonavir 33.3mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,3181041000033118,Lopinavir 400mg/5ml / Ritonavir 100mg/5ml oral solution,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,3939541000033116,Lopinavir 200mg / Ritonavir 50mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,3939641000033115,Kaletra 200mg/50mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,4502441000033113,Lopinavir 100mg / Ritonavir 25mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,4502541000033114,Kaletra 100mg/25mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,5640341000033113,Ritonavir 100mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,5640441000033119,Norvir 100mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,10202241000033119,Viekirax 12.5mg/75mg/50mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,11704141000033119,Ritonavir 100mg oral powder sachets sugar free,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1706741000033113,Viracept 250mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,3109341000033116,Nelfinavir 50mg/g oral powder,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,3109441000033110,Nelfinavir 250mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,2213841000033117,Agenerase 50mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,3159441000033116,Fosamprenavir 700mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,3159541000033115,Telzir 700mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,3216941000033114,Fosamprenavir 50mg/ml oral suspension,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,3057941000033112,Atazanavir 100mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,3058041000033110,Atazanavir 150mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,3058141000033114,Atazanavir 200mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,3058241000033119,Reyataz 100mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,3058341000033112,Reyataz 150mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,3058441000033118,Reyataz 200mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,4502641000033110,Atazanavir 300mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,4502741000033118,Reyataz 300mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,10601941000033119,Atazanavir 300mg / Cobicistat 150mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,10602041000033113,Evotaz 300mg/150mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,3834341000033116,Tipranavir 250mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,3834441000033110,Aptivus 250mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,4054041000033116,Darunavir 300mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,4944241000033116,Darunavir 400mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,4944341000033114,Darunavir 600mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,4944441000033115,Prezista 400mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,4944541000033119,Prezista 600mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,5264841000033119,Darunavir 75mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,5264941000033110,Darunavir 150mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,5265041000033110,Prezista 75mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,5265141000033114,Prezista 150mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,8198441000033119,Darunavir 100mg/ml oral suspension sugar free,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,8198541000033118,Prezista 100mg/ml oral suspension,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,8262241000033119,Darunavir 800mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,8262341000033112,Prezista 800mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,10015241000033118,Darunavir 800mg / Cobicistat 150mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,10015341000033111,Rezolsta 800mg/150mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,12410841000033114,Symtuza 800mg/150mg/200mg/10mg tablets,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1155841000033111,Retrovir 100mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1155941000033115,Retrovir 250mg capsules,narrow,DP_proxy,Antiviral medications
DP_ANTIVIR,PRODCODEID,1164341000033110,Retrovir 100mg/10ml oral solution,narrow,DP_proxy,Antiviral medications
